Locality,RestaurantName,Address,Category,CostForTwo,Cuisines,Ratings,votes,Latitude,Longitude
Tonk Road,Hanuman Mishthan Bhandar,"A 26, Bajaj Nagar, Near Gandhi Nagar Railway Station, Tonk Road, Jaipur","['Sweet Shop', 'Quick Bites']",₹150,"['Mithai', 'Street Food']",3.4,30,26.8768366,75.8020239
Tonk Road,House Of Food,"Shop 8, Plot 712, Mahaveer Nagar, Ayappa Mandir, Gopal Pura By Pass, Tonk Road, Jaipur",['Quick Bites'],₹200,"['Fast Food', 'Chinese', 'South Indian']",3.5,24,26.8610985,75.79123799999999
Tonk Road,Green World Restaurant,"Shop 13 & 14, Near Mahima Panache, Tonk Road, Jaipur",[],₹500,"['North Indian', 'Chinese']",3.3,20,26.8189151,75.8315226
Tonk Road,Desi Tadka,"22/9 G, Sanganer, Pratap Nagar, Sector 22, Tonk Road, Jaipur",[],₹400,"['North Indian', 'Chinese', 'Momos']",3.6,22,26.8006075,75.8216443
Tonk Road,Word With Friends,"32/68, Rhb Pratap Nagar, Jaipur",[],₹200,"['Fast Food', 'Burger', 'Sandwich']",3.3,22,26.8033909,75.8103388
Tonk Road,Foodie Junction,"Haldi Ghati Marg 6, Bus Stand, Pratap Nagar, Near Tonk Road, Jaipur",[],₹300,"['Fast Food', 'Chinese']",3.4,18,26.8100119,75.825977
Tonk Road,The Bozo Cafe,"100/158, Opposite Janana Hospital, Kumbha Marg, Sector 10, Tonk Road, Jaipur",['Quick Bites'],₹250,"['Fast Food', 'Chinese', 'Beverages']",3.4,17,26.7980047,75.8177115
Tonk Road,Good Food Tiffins,"105/101, Near Rose Academy, Kumbha Marg, Sector 10, Pratap Nagar, Tonk Road, Jaipur",[],₹150,"['Fast Food', 'North Indian']",2.9,33,26.7972818,75.8214948
Tonk Road,Rock N Rolls,"82/133, Chetak Marg, Sector 8, Near D-Mart, Pratap Nagar, Tonk Road, Jaipur",['Quick Bites'],₹300,['Rolls'],3.1,27,26.8028137,75.8098852
Tonk Road,Hot Plate,"Plot 32/528, Sector 3, Pratap Nagar, Tonk Road, Jaipur",[],₹300,['North Indian'],3.4,21,26.8052925,75.8020506
Tonk Road,Juicy Corner,"405, Vsaundhara Colony, Gopalpura Bypass Lane, Near Bhandari Hospital, Tonk Road, Jaipur",['Beverage Shop'],₹150,"['Fast Food', 'Beverages']",3.4,20,26.8636174,75.79389619999999
Tonk Road,Brew Resto Cafe,"Hotel Vrisa, 12 Airport Plaza, Durgapura, Tonk Road, Jaipur",['Casual Dining'],"₹1,400","['Chinese', 'Kebab', 'North Indian', 'Italian']",NEW,14,26.8426449,75.79466149999999
Tonk Road,Tea House Cafe,"261/285, NRI Circle, Sector 26, Pratap Nagar, Tonk Road, Jaipur",['Quick Bites'],₹200,"['North Indian', 'South Indian']",3.4,20,26.8062345,75.8383686
Tonk Road,Sethi Kitchen,"Gopalpura Mod, Near Allahabad Bank, Tonk Road, Jaipur",['Casual Dining'],₹800,"['North Indian', 'Chinese', 'Mughlai']",3.4,21,26.8621429,75.79614389999999
Tonk Road,Viraj Divine Kitchen,"227B Shri Gopal Nagar, Gopalpura, Near Tonk Road, Jaipur",[],₹400,"['North Indian', 'Chinese', 'Fast Food', 'Street Food']",3.4,No-Votes,26.8799366,75.7754956
Tonk Road,Ramchandra Dosa Vale,"Tonk Phatak, Barkat Nagar, Near Indian Public School, Tonk Road, Jaipur",['Quick Bites'],₹200,['South Indian'],3.2,29,26.9113787,75.7395604
Tonk Road,Milan Sweets,"A-26, Bajaj Nagar, Near Gandhi Nagar Railway Station, Tonk Road, Jaipur","['Sweet Shop', 'Quick Bites']",₹200,"['Mithai', 'Street Food']",3.4,27,26.87585,75.80169
Tonk Road,Culture-Days Hotel,"Plot 10, Days Hotel, Airport Plaza Durgapura, Tonk Road, Jaipur",['Casual Dining'],₹800,"['North Indian', 'Asian', 'Continental', 'Healthy Food', 'Salad']",2.8,10,26.843443,75.79467260000001
Tonk Road,Sharma Fast Foods And Restaurant,"86/129A, Pratap Nagar, Tonk Road, Jaipur",['Quick Bites'],₹250,"['North Indian', 'Chinese']",3.3,33,26.7993877,75.8177279
Tonk Road,Cum N Taste,"180/4, Sisodiya Tower, Sector 18, Pratap Nagar, Nri Circle Road, Tonk Road, Jaipur",['Quick Bites'],₹300,['Chinese'],3.4,29,26.800533,75.832328
Tonk Road,Mom's Tiffin,"Mahavir Nagar, Durgapura, Near Tonk road, Jaipur",[],₹250,['North Indian'],3.5,20,26.846233,75.79357399999999
Tonk Road,Lets Order Inn,"Plot 56, Shree Nath Colony, Opposite Airport, Near Tonk Road, Jaipur",['Quick Bites'],₹300,"['North Indian', 'Fast Food']",3.4,24,26.8212427,75.804216
Tonk Road,Chaman Pavitra Bhojnalaya,"Plot 7, Basant Bhaar Colony, Gopalpura Mod, Tonk Road, Jaipur",['Bhojanalya'],₹150,['North Indian'],3.7,27,26.8615282,75.7956645
Tonk Road,The Italian Oven,"S-17, Joshi Colony, Barkat Nagar Main Market, Tonk Road, Jaipur",['Quick Bites'],₹450,"['Pizza', 'Fast Food', 'Ice Cream', 'Beverages']",3.4,23,26.878831,75.7923091
Tonk Road,Sahu Matka Kulfi And Gajak,"Shop 3, Plot 1, Pratap Nagar Colony Scheme Number 3, Tonk Road, Jaipur","['Sweet Shop', 'Dessert Parlor']",₹150,"['Ice Cream', 'Mithai']",3.1,21,26.868276,75.7970129
Tonk Road,Khandelwal Dhaba,"Plot 12 -14, Opposite Airport Runway Tonk Road, Prahalad Colony, Tonk Road, Jaipur",['Quick Bites'],₹400,"['North Indian', 'South Indian']",3.3,32,26.8202307,75.7958003
Tonk Road,Cake & Bake,"Shop 17, Ricco Kanta Chauraha, Behind Shravan Palace Marriage Garden, Pratap Nagar, Tonk Road, Jaipur",['Bakery'],₹450,['Bakery'],3.3,16,26.9443465,75.7437486
Tonk Road,Mama S Parantha,"67, Vikash Nagar, Pratap Nagar, Sanganer, Tonk Road, Jaipur",['Quick Bites'],₹400,"['North Indian', 'Fast Food']",2.4,22,26.8724802,75.7582544
Tonk Road,Terminal - 1 Cafe,"102, Doctors Colony, Airport Road, Sanganer, Jaipur",['Café'],₹400,"['Cafe', 'Fast Food', 'Beverages']",3.4,20,26.8220604,75.8142408
Tonk Road,#Jaipur Darbar,"Shop 103/04, Rana Sanga Road, Sector 10, Pratap Nagar, Near Tonk Road, Jaipur",['Quick Bites'],₹500,"['North Indian', 'Mughlai', 'Chinese', 'Fast Food']",3.6,18,26.794686,75.81808699999999
Tonk Road,Ambika Caters,"68/110, Opposite AU Bank, Pratap Nagar, Tonk Road, Jaipur",[],₹200,"['North Indian', 'Fast Food', 'Street Food']",3.2,20,26.8055374,75.8070951
Tonk Road,Shree Shyam Mishthan Bhandar,"Near Bambala Bridge, Sanganer, Tonk Road, Jaipur",['Sweet Shop'],₹300,"['Mithai', 'Street Food']",3.2,27,26.790118,75.8183217
Tonk Road,Cake's Den,"S1, 1216/17 Ranisati nagar nirman nagar Jaipur",['Bakery'],₹300,['Bakery'],3.4,19,26.8831487,75.74849449999999
Tonk Road,Hotel Hamza Palace,"35/53, Near Sanga Motors Work Shop Pratap Nagar, Tonk Road, Jaipur",['Quick Bites'],₹400,['North Indian'],3.2,32,26.79964,75.79772
Tonk Road,Manglam Pavitra Bhojanalaya,"Shop 408, 16-B, Vinayak Vihar, Dalda Factory Road, Opposite FCI Godam, Durgapura, Tonk Road, Jaipur",['Quick Bites'],₹300,['North Indian'],3.2,28,26.8508765,75.7911994
Tonk Road,Mahalaxmi South Indian Food Centre,"NRI Circle, Sector 26, NRI Colony, Tonk Road, Jaipur",['Quick Bites'],₹200,"['South Indian', 'Fast Food']",3.2,19,26.8053166,75.8405685
Tonk Road,Motherson Pizza,"CS 53, Balaji Tower Dispencery Road, Sector 11, Pratap Nagar, Tonk Road, Jaipur",['Quick Bites'],₹350,['Italian'],3.2,21,26.8084234,75.8105963
Tonk Road,Pari Veg Restaurant,"Near Pannadhay Circle, Haldighati Road, Pratap Nagar, Tonk Road, Jaipur",['Casual Dining'],₹600,['North Indian'],3.1,20,26.8068353,75.8205828
Tonk Road,Samrat Burger and Pizza Cafe,"413, Satluj Apartment, Pratap Nagar, Sitapura, Near Tonk Road, Jaipur",[],₹350,"['Pizza', 'Beverages', 'Desserts', 'Fast Food']",2.7,23,26.7971621,75.8403883
Tonk Road,Khandelwal Dhaba,"492, Shiv Colony, Sanganer Thana, Airport Circle, Near Gogiya Petrol Pump, Tonk Road, Jaipur",['Quick Bites'],₹250,['North Indian'],3.1,15,26.8202307,75.7958003
Tonk Road,Fly World Beer Bar & Restaurant,"Sector 5, Near Allahabad Bank, Power House Road, Pratap Nagar, Jaipur","['Casual Dining', 'Bar']",₹800,"['North Indian', 'Chinese', 'Finger Food']",3.3,28,26.8014907,75.8033963
Tonk Road,Swad Veg-NonVeg Restaurant,"Shop 2, Near Vikas International School, Govindpura Road, Kala Bard, Tonk Road, Jaipur",['Quick Bites'],₹500,['North Indian'],3.4,22,26.7840344,75.81489549999999
Tonk Road,Milan Sabjiwalas,"Shop 10, JDA Shopping Center, Bajaj Nagar, Tonk Road, Jaipur",['Quick Bites'],₹200,['North Indian'],2.8,11,26.86848,75.79672219999999
Tonk Road,Jaipur Dhaba,"Shop 11 & 12, Ground Floor, Opposite Sanganer Thana, Airport Road, Tonk Road, Jaipur",['Quick Bites'],₹400,['North Indian'],3.3,20,26.8195315,75.7970196
Tonk Road,Cafe Coffee Day,"Ground Floor, Nehru Place, Opposite Nehru Children's Park, Lal Kothi, Tonk Road, Jaipur",['Café'],₹700,"['Cafe', 'Beverages', 'Sandwich', 'Fast Food', 'Desserts']",3.2,15,26.884325,75.800831
Tonk Road,T20 Dhaba,"Shop 12, Near Kali Mata Mandir, Haldighati Road, Pratap Nagar, Tonk Road, Jaipur",['Casual Dining'],₹600,['North Indian'],3.2,21,26.8078585,75.82284419999999
Tonk Road,My Way Cafe,"Shop 2, Gharonda Road, Opposite Pratap Apartment, Sector 28, Tonk Road, Jaipur",['Quick Bites'],₹250,"['Fast Food', 'Beverages']",3.3,20,26.8016155,75.8465835
Tonk Road,Ek Cup Chai,"130, Vasundhara Colony, Gopalpura Circle, Behind Big Bazar, Tonk Road, Jaipur",['Quick Bites'],₹200,"['Tea', 'North Indian', 'Street Food', 'Chinese']",3.3,9,26.8644354,75.7958063
Tonk Road,Non Veg King,"103/02, Sector 10, Pratap Nagar, Tonk Road, Jaipur",['Quick Bites'],₹450,['North Indian'],3.3,24,26.8089626,75.8097333
Tonk Road,Black Hole Restaurant,"S-2, Durgapura, Near Agriculture Farm, Tonk Road, Jaipur",['Quick Bites'],₹800,"['North Indian', 'Fast Food', 'Chinese', 'Continental']",3.3,17,26.8409914,75.78874499999999
Tonk Road,Wrapizzzaa,"20, Natraj Nagar, Imli Phatak, Tonk Road, Jaipur",['Quick Bites'],₹500,['Fast Food'],3.4,17,26.8865123,75.79393739999999
Tonk Road,Hotty Tasty Cafe & restro,"Plot 66, Shyopur Road, Jagganath Puri, Pratap Nagar, Tonk Road, Jaipur",['Casual Dining'],₹500,"['North Indian', 'South Indian', 'Fast Food', 'Beverages', 'Chinese']",2.9,13,26.808726,75.810992
Tonk Road,Chokhaa Dhaba,"12 Miles Opposite Choki Dhani, Tonk Road, Jaipur",['Casual Dining'],₹400,"['North Indian', 'Desserts']",3.0,21,26.7665693,75.8378821
Tonk Road,Bandhani - Pride Amber Vilas,"Pride Amber Vilas, 12 Mile, Vatika Mod, Tonk Road, Jaipur",['Fine Dining'],"₹1,800","['North Indian', 'Chinese', 'Continental']",3.3,16,26.7682058,75.8364793
Tonk Road,Gumanji Misthan Bhandar,"E-21, Friends Colony, Imli Wala Phatak, Near Sethi Hospital, Tonk Road, Jaipur",['Sweet Shop'],₹200,"['Mithai', 'Street Food']",3.1,9,26.8892846,75.7920368
Tonk Road,Krazy Noodles,"B4, Neelanchal, 2nd Shyopur Road, Sector 6, Pratap Nagar, Tonk Road, Jaipur",[],₹150,['Fast Food'],2.8,17,26.861297,75.77227309999999
Tonk Road,Panchhi Petha Store,"16 B, Vinayak Vihar, Dalda Factory Road, Durgapura, Near Tonk Road, Jaipur",['Sweet Shop'],₹200,"['Mithai', 'Street Food']",3.2,11,26.8508411,75.7912008
Tonk Road,Blue Pluto,"Entertainment Paradise, Near Jawahar Circle, Tonk Road, Jaipur",['Casual Dining'],₹700,"['North Indian', 'Chinese', 'Italian']",3.3,19,26.8369972,75.7980362
Tonk Road,The Clove,"Hotel Grand Maple, F-282-282, EPIP, Sitapura, Tonk Road, Jaipur",['Casual Dining'],"₹1,500","['North Indian', 'Continental', 'Chinese', 'Fast Food']",3.3,7,26.782621,75.84163099999999
Tonk Road,Urban Wala Tadka,"Shop 12, Maruti Nagar, Sheopur Road, Pratap Nagar, Jaipur",['Quick Bites'],₹300,"['Fast Food', 'North Indian']",2.9,13,26.8498071,75.7941963
Tonk Road,Coffee America,"Shop 38, Near Ayojan School Of Architecture, Riicco Industrial Area Sitapura, Jaipur",[],₹250,"['Fast Food', 'Rolls', 'South Indian', 'Beverages']",3.3,18,26.7669468,75.8530628
Tonk Road,Jai Shri Balaji Refreshment & Juice Point,"111-CS-1, Shiv Tower, Near Community Hall, Kumbha Marg, Sector 11, Pratap Nagar, Tonk Road, Jaipur",['Beverage Shop'],₹100,['Beverages'],NEW,21,26.7987952,75.82446999999999
Tonk Road,Singh Punjabi Dhaba,"Shop 12 & 13, Mahaveer Colony, Toll Tax, Sitapura, Tonk Road, Jaipur",['Quick Bites'],₹500,"['North Indian', 'Mughlai']",2.5,11,26.8224446,75.8478207
Tonk Road,Samiksha Food Point,"Plot 233, Ground Floor, Muktanand Nagar, Tonk Road, Jaipur",['Quick Bites'],₹250,['North Indian'],2.9,12,26.861236,75.791731
Tonk Road,Happy Thalis,"64B, Sunny Nagar, Khumba Marg, Sanger, Partap Nagar, Sector 11, Tonk Road, Jaipur",[],₹400,['North Indian'],2.7,No-Votes,26.8029789,75.8216569
Tonk Road,Hotel Shree Niwas Veg Restaurant,"Opposite India Overseas School, Sheopur Road, Pratap Nager, Tonk Road, Jaipur",[],₹300,"['North Indian', 'Chinese']",3.3,10,26.8078385,75.81261409999999
Tonk Road,Al-Lazeez Chicken,"Shop 4 Plot 56 Shree Nath Colony, Opposite Airport, Tonk Road, Jaipur",['Quick Bites'],₹150,"['North Indian', 'Fast Food']",3.2,12,26.831362,75.7941379
Tonk Road,Vinnie's Food Court,"Plot 1-2, Vishnu Garden, Near Sanganer Flyover, Tonk Road, Jaipur",['Casual Dining'],₹750,"['Chinese', 'North Indian', 'Street Food', 'Fast Food', 'South Indian']",3.2,10,26.8235924,75.79496639999999
Tonk Road,Ravi Fast Food Centre,"Plot 1, Dayanand Colony, Mansingh Pura, Tonk Road, Jaipur",['Quick Bites'],₹100,"['Fast Food', 'Street Food']",3.2,15,26.8712621,75.7971513
Tonk Road,Jaipur King Restaurant,"Sec-19, Opposite VSPK School, Near Narayana Hospital, Pratap Nagar, Tonk Road, Jaipur",['Quick Bites'],₹300,"['North Indian', 'Chinese', 'Fast Food']",3.2,17,26.7990041,75.8344978
Tonk Road,Special Dhaba,"S37, 38, Dwarkapuri, Chak Getor, Pratap Nagar, Tonk Road, Jaipur",[],₹500,"['North Indian', 'Fast Food']",2.8,11,26.8210554,75.8298472
Tonk Road,Punjabi Kesar King,"12 A, Nand Colony, Tulsi Nagar, Tonk Road, Jaipur",['Quick Bites'],₹500,['North Indian'],3.3,13,26.8128193,75.8016632
Tonk Road,Dessert Drama,"K-44, Income Tax Colony, Lal Bahadur Nagar, Tonk Road, Jaipur",['Dessert Parlor'],₹300,"['Desserts', 'Ice Cream']",3.1,10,26.850564,75.79633199999999
Tonk Road,Airport Cafe,"Plot 56, Shree Nath Colony, Airport Road, Sanganer, Tonk Road, Jaipur",['Quick Bites'],₹300,"['North Indian', 'Fast Food']",3.2,12,26.8212239,75.804217
Tonk Road,Dhaba Express,"Shop 60/61, Vivek Vihar, Kumbha Marg, Sanganer, Tonk Road, Jaipur",['Quick Bites'],₹500,['North Indian'],3.3,15,26.8481089,75.7701359
Tonk Road,Khandelwal Dal Bati,"Plot-4, Chitrakoot Colony, Khokabas, Sanganer, Tonk Road, Jaipur",['Quick Bites'],₹300,['North Indian'],3.2,15,26.9025676,75.73553629999999
Tonk Road,Mithlesh Sweets,"Opposite Central Bank of India, Gopalpura, Tonk Road, Jaipur",['Sweet Shop'],₹300,['Mithai'],3.1,20,26.8582694,75.7956152
Tonk Road,RK Govindam Restaurant,"Near Kumbha Marg, Sector 8, Pratap Nagar, Tonk Road, Jaipur",[],₹400,"['North Indian', 'Chinese']",3.2,18,26.7979513,75.8132262
Tonk Road,Patata Farm,"Shop 10, Dev Nagar, Opposite Kamal & Company, Tonk Road, Jaipur",['Quick Bites'],₹450,"['Fast Food', 'Chinese', 'Beverages']",3.2,10,26.8667305,75.7962355
Tonk Road,Home Meals,"99, Sudama Nagar, Near Taru Chaya Nagar, Tonk Road, Jaipur",['Quick Bites'],₹300,"['North Indian', 'Fast Food']",3.3,16,26.8344214,75.7847417
Tonk Road,Muskan's Bake World,"S 24, Gayatri Nagar A, Maharani Farm, Durgapura, Tonk Road, Jaipur","['Bakery', 'Quick Bites']",₹500,"['Bakery', 'Fast Food', 'Desserts', 'Beverages']",3.2,10,26.8055374,75.8070951
Tonk Road,Shahi Paan,"Shop G-1, Plot -304, Mahaveer Nagar II, Dalda Factory Road, Durgapura, Jaipur",['Paan Shop'],₹100,"['Fast Food', 'Paan']",3.2,18,26.8507653,75.7785766
Tonk Road,Amit Juice Center,"Barkat Nagar Road, Telephone Colony, Bank Colony, Tonk Road, Jaipur",['Beverage Shop'],₹150,['Beverages'],3.1,15,26.8774577,75.7973804
Tonk Road,Utsav Pure Veg Restaurant,"8, Jadoun Nagar, Opposite To Railway Station, Mahaveer Nagar Tonk Road, Jaipur",['Quick Bites'],₹400,['North Indian'],3.1,13,26.854605,75.787713
Tonk Road,Praaji Veg & Non Veg Restaurant,"23/24, Sitapura, India Gate, Tonk Road, Jaipur",['Quick Bites'],₹350,"['North Indian', 'Fast Food']",3.3,14,26.7847474,75.82253279999999
Tonk Road,Aarogosa Restaurant,"Chokhi Dhani Resort, 12 Mile, Tonk Road, Jaipur",['Fine Dining'],"₹1,600",['North Indian'],3.2,7,26.7662832,75.8368514
Tonk Road,Tetra Cafe,"S4 A, RIICO Area, Sitapura, Near Mahatama Gandhi Hospital, Tonk Road, Jaipur",['Quick Bites'],₹250,"['North Indian', 'Chinese', 'Fast Food']",3.2,8,26.7698828,75.85464309999999
Tonk Road,Cake Free,"Chandrakala Colony, Tonk Road, Jaipur",[],₹300,"['Bakery', 'Desserts']",3.2,7,26.8678435,75.79694719999999
Tonk Road,Dhola Maru Non Veg,"136 A, Avadhpuri-2, Near Mahesh Nagar Phatak, Tonk Road, Jaipur",['Quick Bites'],₹400,['North Indian'],3.2,13,26.8055374,75.8070951
Tonk Road,Choupal Restaurant,"Chokhi Dhani Village Resort, 12 Mile, Tonk Road, Jaipur",['Casual Dining'],"₹1,200","['North Indian', 'Rajasthani']",3.0,8,26.7674854,75.8362399
Tonk Road,H R Veg Kitchen,"22, Radaha Vihar, Sheopur Road, Pratap Nagar, Tonk Road, Jaipur",['Quick Bites'],₹150,"['North Indian', 'South Indian', 'Fast Food', 'Beverages']",3.1,12,26.8108139,75.80533489999999
Tonk Road,Ambarsariya Da Dhaba,"Badi ka Bas, Near Goner Phatak, Sitapur, Tonk Road, Jaipur",['Quick Bites'],₹350,['North Indian'],3.2,17,26.76429,75.84221649999999
Tonk Road,Khana Khajana Restaurant,"S6/5, JDA Staff Colony, Haldighati Road, Pratap Nagar, Sanganer, Tonk Road, Jaipur",[],₹300,"['North Indian', 'Chinese']",3.0,11,26.7964141,75.81372879999999
Tonk Road,Bharkadevi Ice Cream,"Shop 61, Near Central Bank, Shyoeur Pur Road, Partap Nagar, Jaipur",['Dessert Parlor'],₹150,"['Ice Cream', 'Beverages']",3.1,6,26.8103226,75.8080415
Tonk Road,Keshav Fresh,"80 Feet Road, Mahesh Nagar Phatak, Tonk Road, Jaipur",['Sweet Shop'],₹350,['Mithai'],3.2,15,26.8803714,75.78564209999999
Tonk Road,Shree Shyam Fast Food & Dhaba,"80/15, Kumbha Marg, Sector 8, Pratap Nagar, Tonk Road, Jaipur",['Quick Bites'],₹300,"['North Indian', 'Street Food', 'South Indian']",3.3,15,26.7983155,75.8160673
Tonk Road,Rasoi,"C 81, Chetak Marg, Near Gopinath Hospital, Pratap Nagar,  Tonk Road, Jaipur",['Quick Bites'],₹250,['North Indian'],3.2,15,26.80149,75.8125122
Tonk Road,Kailash Egg Centre,"Gandhi Nagar, Tonk Road, Jaipur",[],₹150,['Street Food'],3.2,14,26.8855698,75.8016566
Tonk Road,Raghukul Paan Bhandar,"89, Near Laxmi Mandir Cinema Crossing, Tonk Road, Jaipur",['Paan Shop'],₹100,['Paan'],3.0,14,26.8806974,75.7992727
Tonk Road,Jain Chat Bhandar,"H 4, Kissan Marg, Tonk Phatak, Tonk Road, Jaipur",['Quick Bites'],₹200,"['Street Food', 'Fast Food']",3.1,10,26.8740697,75.7943686
Tonk Road,The Bunk House Cafe,"CA-16, Ramchandra Pura, Goner Road, Sitapura Industrial Area, Tuwariyan Ki Dhani, Tonk Road, Jaipur",['Café'],₹400,"['North Indian', 'Fast Food', 'Chinese']",3.1,8,26.7764621,75.8676631
Tonk Road,Shri Shyam Dhaba And Veg Restaurant,"Goner Mode, Near Goner Phatak, Sitapura, Tonk Road, Jaipur",['Quick Bites'],₹400,['North Indian'],3.2,17,26.766626,75.841749
Tonk Road,The Chai Bar,"G-29, Balaji Tower 6, Tonk Road, Jaipur",[],₹300,"['Fast Food', 'Street Food', 'Beverages']",3.2,8,26.8430881,75.7939912
Tonk Road,Gujrat Khaman House,"273, Maharani Farm, Mahaveer Nagar 2, Gayatri Nagar B, Durgapura, Tonk Road, Jaipur",['Quick Bites'],₹150,['Gujarati'],3.0,13,26.8523993,75.7809193
Tonk Road,Harry Dhaba,"Plot 67, Airport Road, Sanganer, Govind Nagar, Near Tonk Road, Jaipur",[],₹500,['North Indian'],3.0,11,26.8172625,75.80392669999999
Tonk Road,Anaye Bakers And Confectionery,"55, Ojha Ji Ka Bagh, Gandhi Nagar Mod, Tonk Road, Jaipur","['Bakery', 'Dessert Parlor']",₹100,"['Bakery', 'Ice Cream', 'Fast Food']",3.3,8,26.8847303,75.8029577
Tonk Road,Yummy Chef Kabab Corner,"NRI Circle, Sector 26, Pratap Nagar, Jaipur",['Quick Bites'],₹450,['North Indian'],3.1,10,26.8070367,75.8361099
Tonk Road,Kiran Sweets,"Gopalpura Circle, Tonk Road, Jaipur","['Sweet Shop', 'Quick Bites']",₹200,['Mithai'],3.2,14,26.86251,75.796219
Tonk Road,Jai Ambe Veg Restaurant,"Shop 36, Gayatri Nagar, 2 Main, Sanganer, Tonk Road, Jaipur",['Quick Bites'],₹400,['North Indian'],3.1,11,26.9017985,75.8258935
Tonk Road,Pakwan,"38, Kailshpuri, Near Khandaka Hospital, Tonk Road, Jaipur",['Quick Bites'],₹200,"['North Indian', 'Fast Food']",2.9,13,26.8564413,75.7961737
Tonk Road,Egg Dee Sanjay Restaurant,"Plot 80/06-07, Gold Square Complex, Kumbha Marg, Pratap Nagar, Tonk Road, Jaipur",['Quick Bites'],₹500,"['North Indian', 'Fast Food']",3.0,12,26.8903126,75.81045259999999
Tonk Road,Gopi Restaurant,"Ground Floor, Behind Apex Mall, Tonk Road, Jaipur",['Quick Bites'],₹250,"['North Indian', 'South Indian', 'Fast Food', 'Beverages']",3.2,9,26.8892439,75.80320680000001
Tonk Road,Laxmi Pavitra Bhojnayla,"12, Arjun Nagar Phatak Road, Industrial Area, Near Kartarpura Phatak, Bhagwati Nagar, Tonk Road, Jaipur",['Dhaba'],₹200,['North Indian'],3.3,13,26.8853641,75.7884634
Tonk Road,Samrat Burger And Pizza Cafe,"413, Satluj Apartment, Pratap Nagar, Tonk Road, Jaipur",['Quick Bites'],₹400,"['Pizza', 'Beverages', 'Fast Food']",2.8,7,26.7971621,75.8403883
Tonk Road,Cafe Delicious,"96, Green Nagar, Tonk Road, Jaipur",[],₹700,"['Italian', 'Chinese', 'Continental']",3.1,11,26.8587817,75.7921752
Tonk Road,Burger Buggy,"P 50, Greater Kailash Colony, Behind Kailash Tower, Lal Kothi, Tonk Road, Jaipur",['Kiosk'],₹150,"['Burger', 'Fast Food']",3.1,11,26.8881775,75.80272699999999
Tonk Road,Baniya Ji Thali Wale,"D 21, J.P Colony, Tonk Phatak, Tonk Road, Jaipur",['Quick Bites'],₹400,['North Indian'],2.7,14,26.883827,75.792315
Tonk Road,Runway Rooftop - Hotel Airport View,"Hotel Airport View, Sanganer, Near Tonk Road, Jaipur",['Casual Dining'],₹700,"['North Indian', 'Chinese']",3.0,11,26.820133,75.80380099999999
Tonk Road,Ahimsagram,"298, Taru Chaya Nagar, Taron Ki Koot, Near B2 Bypaas Circle, Tonk Road, Jaipur",['Café'],₹400,['Healthy Food'],3.0,7,26.833501,75.79154299999999
Tonk Road,Chicken Swaaddanusaah,"07, Opposite Shiddling Collage, Sanganer, Tonk Road, Jaipur",['Quick Bites'],₹450,"['North Indian', 'Fast Food', 'Chinese']",-,13,26.8287284,75.7942699
Tonk Road,Pizza Fast Food Unlimited,"Shop 4, Main Shyopur Road, Pinjrapole Goushala, Pratap Nagar, Jaipur",[],₹350,"['Fast Food', 'Pizza', 'Chinese']",3.2,7,26.7965215,75.8135956
Tonk Road,Mahadev Tadaka Daba,"P 16, Shiv Colony, Sanganer, Pratap Nagar, Tonk Road, Jaipur",['Quick Bites'],₹500,['North Indian'],3.0,13,26.86895,75.76135699999999
Tonk Road,Tasty North,"18, Govind Nagar, Opposite Airport, Sanganer, Near Tonk Road, Jaipur",[],₹200,"['North Indian', 'Fast Food']",-,No-Votes,26.8055374,75.8070951
Tonk Road,Midnight Bakers,"Near Pratap Apartment, Dehalwas, Sanganer, Tonk Road, Jaipur",['Bakery'],₹150,['Bakery'],3.2,8,26.8011727,75.84734089999999
Tonk Road,Mad Chef,"Plot 1, Opposite Jaipur Dairy, Green Nagar, Durgapura, Tonk Road, Jaipur",[],₹250,"['Burger', 'Sandwich', 'Fast Food', 'Beverages']",2.9,8,26.8481367,75.7912813
Tonk Road,Amritsar Junction,"P-1, Awadhpuri, Lal Khoti, Tonk Road, Jaipur",['Quick Bites'],₹500,"['Fast Food', 'Chinese', 'North Indian', 'Beverages']",3.1,No-Votes,26.8884198,75.80065100000002
Tonk Road,Bhawana Food Chaska,"B 142, Kirti Nagar, Dev Nagar Marg, Tonk Road, Jaipur",[],₹200,"['Fast Food', 'North Indian']",3.1,8,26.866643,75.788645
Tonk Road,Shivam Dal Pakwan & Pakodi Center,"42-43, Sindhi Colony, Khawas Ji Ka Bhag, Durgapura, Tonk Road, Jaipur",[],₹100,['Street Food'],3.2,9,26.8468711,75.81696149999999
Tonk Road,Pizza Fort,"A-10, Shivpuri Colony, Near Subodh Girls College, Sanganer, Jaipur",['Quick Bites'],₹500,"['Pizza', 'Fast Food']",3.1,10,26.8202127,75.81393390000001
Tonk Road,Aashima Momos,"48, Goushala Shoupur Road, Sector 6, Sanganer, Pratap Nagar, Jaipur",['Quick Bites'],₹300,['Momos'],3.1,12,26.8108628,75.8037909
Tonk Road,Egg Baba,"1 A, Telephone Colony, Near Nirmala School, Tonk Phatak, Tonk Road, Jaipur",[],₹250,['Fast Food'],2.9,12,26.878863,75.797201
